value_eth,is_new_recipient,interaction_count,gas_gwei,blacklist_hit,repeat_tx,label
3.149894915030579,1,1,0.241635233,0,0,1
1.0,1,0,21.833967631,0,0,1
9.71292246,1,0,22.000001337,0,0,1
20.4933396,1,1,22.000001337,0,0,1
4.996152,1,2,20.0,0,0,1
18.995,1,2,20.0,0,0,1
0.553413846388248,1,1,0.381102952,0,0,1
0.504,1,1,0.330598925,0,0,1
0.59775,1,1,1.067829695,0,0,1
5.565433612287695,1,0,0.279903845,0,0,1
0.00185,1,0,1.230408239,0,0,1
0.6839814952481,1,0,0.359952214,0,0,1
0.17958223,1,2,1.127609454,0,0,1
29.999559,1,1,22.000001337,0,0,1
4.405781302989931,1,0,0.249131093,0,0,1
0.2505559,1,1,22.0,0,0,1
0.002443,1,4,1.042252328,0,0,1
0.06189331,1,3,1.25715943,0,0,1
35.695,1,0,21.0,0,0,1
1.7772,1,0,21.0,0,0,1
9.18058733,1,2,22.000001337,0,0,1
17.543393299826764,1,2,0.277848319,0,0,1
5.995,1,0,20.0,0,0,1
2.0,1,0,6.0001,0,0,1
0.6029399489271763,1,2,0.330598925,0,0,1
100.90254724144968,1,1,0.262824488,0,0,1
28.56811906,1,0,25.076374645,0,0,1
24.73382247,1,0,22.000001337,0,0,1
7.09280246,1,1,22.000001337,0,0,1
0.04002546,1,2,1.04299583,0,0,1
1.01913919,1,0,1.163432049,0,0,1
3.92999489324163,1,0,0.290576309,0,0,1
0.616507431815281,1,0,0.35576282,0,0,1
0.25129664,1,2,20.340146304,0,0,1
49.1691978,1,0,20.0,0,0,1
4.5893,1,0,20.0,0,0,1
0.01419029,1,1,1.103725526,0,0,1
1.226975661465725,1,2,0.260790342,0,0,1
0.488719942554758,1,2,0.298840711,0,0,1
0.2713839,1,2,1.041411396,0,0,1
0.56461709,1,2,20.0,0,0,1
147.66985,1,1,1.118979058,0,0,1
7.9294739,1,1,22.000001337,0,0,1
0.02938224,1,2,1.10437308,0,0,1
6.84986045218917,1,2,0.411746065,0,0,1
9.01782246,1,1,22.000001337,0,0,1
15.119111621083114,1,3,0.262824488,0,0,1
0.8627384028664262,1,1,0.359952214,0,0,1
0.0053745,1,0,1.102203142,0,0,1
0.192408,1,0,20.0,0,0,1
1.855,1,0,24.670216374,0,0,1
18.995,1,3,20.0,0,0,1
7.306048,1,0,21.0,0,0,1
3.71634405,1,0,1.316845126,0,0,1
0.0024512,1,2,1.176582193,0,0,1
0.37219888,1,1,22.416545867,0,0,1
7000.0,1,2,26.03453828,0,0,1
18.094559,1,0,22.127224645,0,0,1
10.18548424,1,2,22.000001337,0,0,1
5.25008,1,0,20.012773603,0,0,1
0.005,1,0,30.5,0,0,1
0.30756655,1,0,1.038318707,0,0,1
7.72205443,1,1,22.000001337,0,0,1
0.5612865150199742,1,0,0.359008226,0,0,1
9.99392246,1,0,22.000001337,0,0,1
5.565433612287695,1,4,0.279903845,0,0,1
1.1763987425575169,1,1,0.341035159,0,0,1
0.49985,1,0,1.044166513,0,0,1
0.99951753,1,1,1.098070604,0,0,1
8.94625246,1,2,22.000001337,0,0,1
147.66985,1,2,1.118979058,0,0,1
0.00585,1,0,1.197458795,0,0,1
135.172,1,0,20.0,0,0,1
2.99985,1,0,1.048213535,0,0,1
74.98177536,1,2,22.000001337,0,0,1
0.01385,1,0,1.129396698,0,0,1
0.13312084,1,2,21.0,0,0,1
0.00499227,1,3,1.206337197,0,0,1
25.94292246,1,2,21.0,0,0,1
0.03297042,1,0,1.111149202,0,0,1
0.999994693004047,1,1,0.427844078,0,0,1
0.99500027,1,0,21.0,0,0,1
29.41227094,1,2,22.000001337,0,0,1
2.00985,1,1,1.148807348,0,0,1
2.65372,1,0,20.0,0,0,1
0.01244004,1,0,1.119103273,0,0,1
27.14869039921655,1,2,0.267165316,0,0,1
0.00685,1,1,1.088625074,0,0,1
29.924,1,0,30.0,0,0,1
1.1971303732246807,1,1,0.251043358,0,0,1
14.79239156,1,1,21.0,0,0,1
500.0,1,1,21.0,0,0,1
2.0,1,1,20.012773603,0,0,1
0.17469704,1,0,1.157865464,0,0,1
0.005,1,3,21.0,0,0,1
8.99392246,1,4,22.000001337,0,0,1
24.99999478728569,1,3,0.303189435,0,0,1
0.4940466378168429,1,1,0.245972001,0,0,1
20.77392246,1,1,22.000001337,0,0,1
0.09825637,1,0,1.118861435,0,0,1
0.499352257222798,1,0,0.316702001,0,0,1
2.009983556732844,1,1,0.243434082,0,0,1
14.755329,1,2,20.0,0,0,1
0.00235,1,2,1.048648569,0,0,1
0.9109882805725722,1,1,0.377078153,0,0,1
9.99392246,1,0,22.000001337,0,0,1
0.999991473090112,1,0,0.246629989,0,0,1
0.03506643,1,1,1.121845711,0,0,1
5.2205682,1,0,21.0,0,0,1
3.579288047223276,1,2,0.36210711,0,0,1
0.00992568,1,0,1.150256553,0,0,1
0.18328371,1,0,1.219651621,0,0,1
12.780389946861646,1,0,0.322326307,0,0,1
27.34758884,1,2,22.000001337,0,0,1
4.014,1,2,21.0,0,0,1
0.0197301,1,1,1.134952427,0,0,1
8.305,1,2,21.0,0,0,1
0.05777,1,0,1.379201226,0,0,1
7.27425083284635,1,2,0.262824488,0,0,1
0.500697715417177,1,0,0.429864307,0,0,1
0.5461585075113933,1,1,0.238286072,0,0,1
10.96962246,1,0,22.127224645,0,0,1
14.95792246,1,1,21.0,0,0,1
299.09892246,1,2,21.0,0,0,1
2.13092879,1,1,21.0,0,0,1
1.226697747156896,1,2,0.323981512,0,0,1
0.00963,1,1,1.153695467,0,0,1
0.23235113,1,0,1.195903666,0,0,1
0.99999374384023,1,1,0.255747922,0,0,1
6.728579545042831,1,1,0.241924711,0,0,1
0.24649024,1,3,1.155336494,0,0,1
0.6902137378253648,1,1,0.254139651,0,0,1
2.59281242,1,1,1.229613129,0,0,1
11.249951667808968,1,2,0.355042644,0,0,1
14.904423073175312,1,1,0.441464016,0,0,1
23.99392246,1,1,22.000001337,0,0,1
10.999980990181603,1,0,0.359008226,0,0,1
0.92819007,1,2,1.04944799,0,0,1
22.54864106,1,2,22.000001337,0,0,1
3.5,1,1,21.431542316,0,0,1
18.99349294866636,1,2,0.241401293,0,0,1
0.75755995,1,1,1.328775067,0,0,1
33.91415062,1,1,22.000001337,0,0,1
0.00485,1,4,1.044436074,0,0,1
0.00485,1,0,1.045255223,0,0,1
0.5190130192119663,1,2,0.309081792,0,0,1
17.58069821,1,0,22.127224645,0,0,1
1.6356757997492388,1,0,0.232520717,0,0,1
999.99892246,1,4,22.073836554,0,0,1
300.0,1,0,22.073836554,0,0,1
0.01,1,0,20.0,0,0,1
0.0039,1,2,1.15509193,0,0,1
0.005,1,2,30.0,0,0,1
0.02874884,1,1,1.11633354,0,0,1
0.5253,1,0,30.0,0,0,1
1.3945377,1,0,20.0,0,0,1
0.4878615,1,3,1.039430984,0,0,1
90.989559,1,2,22.000001337,0,0,1
2.9999279293327654,1,0,0.359952214,0,0,1
3.495,1,2,30.0,0,0,1
2.0,1,0,6.0001,0,0,1
9.68958,1,0,22.000001337,0,0,1
0.002408,1,0,20.0,0,0,1
1.26,1,2,20.0,0,0,1
8.395,1,0,30.5,0,0,1
0.283,1,0,20.0,0,0,1
0.553413846388248,1,2,0.381102952,0,0,1
0.698511911380603,1,0,0.250309999,0,0,1
3.149894915030579,1,1,0.241635233,0,0,1
1.082003279933263,1,3,0.321927375,0,0,1
9.23571603,1,1,22.000001337,0,0,1
9.99392246,1,1,22.000001337,0,0,1
30.83392246,1,0,22.000001337,0,0,1
341.999473606819,1,0,0.249131093,0,0,1
54.798559,1,0,22.000001337,0,0,1
0.52995010892005,1,2,0.25680762,0,0,1
0.02443997,1,0,1.039380876,0,0,1
0.10185,1,3,1.111814411,0,0,1
18.75126539,1,1,21.0,0,0,1
29.36842928,1,1,22.000001337,0,0,1
0.14586565,1,2,1.07148342,0,0,1
29.19392246,1,2,21.0,0,0,1
0.9999803833847014,1,1,0.233479113,0,0,1
77.00069324127934,1,1,0.355813575,0,0,1
0.18268398,1,2,1.181301682,0,0,1
0.0088,1,1,1.252406553,0,0,1
9.97864146,1,0,22.000001337,0,0,1
0.70835823,1,2,1.2032001,0,0,1
0.93552479,1,0,0.429864307,0,0,1
4.033399451682014,1,2,0.318718529,0,0,1
11.31692246,1,2,22.127224645,0,0,1
0.01034002,1,3,1.113990474,0,0,1
0.6199959329271589,1,3,0.247292168,0,0,1
131.95051446,1,2,21.0,0,0,1
0.570795007306769,1,1,0.254626787,0,0,1
20.4933396,1,2,22.000001337,0,0,1
204.9998817130436,1,1,0.485210834,0,0,1
1.08408,1,0,20.0,0,0,1
19.456533,1,0,50.0,0,0,1
199.9995804742055,1,0,0.321843841,0,0,1
0.00587342,1,1,1.205405213,0,0,1
0.8309181,1,2,1.11457672,0,0,1
2.125,1,2,0.333801551,0,0,1
8.77251432,1,1,22.000001337,0,0,1
9.99392246,1,1,22.000001337,0,0,1
0.518771997137197,1,0,0.399923023,0,0,1
0.0023475,1,1,1.180622199,0,0,1
1.96228038,1,1,1.10010148,0,0,1
55.34099486996193,1,1,0.252092747,0,0,1
22.995,1,1,30.0,0,0,1
1.864342563979807,1,1,0.242391936,0,0,1
0.00245914,1,0,1.178544249,0,0,1
6.69829,1,0,20.0,0,0,1
0.9999520317424228,1,2,0.36210711,0,0,1
2492.999559,1,2,22.0,0,0,1
0.00702921,1,0,1.142538581,0,0,1
60.254910160520616,1,0,0.241005248,0,0,1
0.0213,1,1,20.887260762,0,0,1
0.92864912,1,0,1.145710688,0,0,1
23.12202246,1,0,21.0,0,0,1
7.48432246,1,0,22.000001337,0,0,1
13.32544186,1,3,22.127224645,0,0,1
392.3872930437226,1,1,20.0,0,0,1
13.79243706,1,1,21.0,0,0,1
9.99392246,1,1,22.000001337,0,0,1
0.4884737642262976,1,0,0.230870737,0,0,1
24.14392246,1,0,22.000001337,0,0,1
0.2418199,1,1,1.044220441,0,0,1
2.909026922069458,1,0,0.454053409,0,0,1
8.19262246,1,1,22.000001337,0,0,1
49.299559,1,2,21.0,0,0,1
18.99295,1,0,1.040466748,0,0,1
19.98976797,1,1,21.0,0,0,1
0.0031226,1,1,1.122519797,0,0,1
9.99392246,1,0,22.000001337,0,0,1
3.695,1,2,20.0,0,0,1
3.565,1,0,20.0,0,0,1
249.9999948539381,1,3,0.303189435,0,0,1
0.21573228,1,0,1.054693889,0,0,1
0.437,1,1,21.0,0,0,1
0.01,1,3,10.0,0,0,1
7.61896808,1,2,22.000001337,0,0,1
2.54,1,1,20.0,0,0,1
0.05175,1,1,1.168603551,0,0,1
1429.0,1,1,1.247166554,0,0,1
9.92484006,1,1,22.000001337,0,0,1
592.37353273,1,0,20.0,0,0,1
0.005,1,1,20.873010101,0,0,1
19.999559,1,0,22.127224645,0,0,1
1.7177101215903694,1,0,0.257021202,0,0,1
26.054470086182874,1,0,0.43362083,0,0,1
25.44381746,1,1,22.000001337,0,0,1
0.09835,1,2,1.062865219,0,0,1
0.9152005,1,1,21.0,0,0,1
1.519369619887606,1,2,0.241182291,0,0,1
2.1782694,1,0,1.124359735,0,0,1
2.65372,1,0,20.0,0,0,1
11.05,1,0,1.040723317,0,0,1
799.99985,1,2,1.294270148,0,0,1
0.5988,1,0,20.0,0,0,1
0.48625645,1,2,0.238286072,0,0,1
0.01385,1,4,1.112354437,0,0,1
0.0029469,1,1,1.144522669,0,0,1
41.795,1,1,20.0,0,0,1
45.999559,1,1,22.000001337,0,0,1
0.11985,1,0,1.217852857,0,0,1
0.01,1,1,21.0,0,0,1
18.995,1,1,21.0,0,0,1
0.90668823332095,1,1,0.288183858,0,0,1
6.0122309,1,2,21.0,0,0,1
0.005,1,1,30.5,0,0,1
13.25222246,1,0,22.000001337,0,0,1
53.70392246,1,3,22.000001337,0,0,1
16.137,1,0,21.0,0,0,1
0.15,1,1,39.0,0,0,1
64.12550437324751,1,0,0.321927375,0,0,1
0.20685584,1,0,21.0,0,0,1
0.002408,1,0,20.0,0,0,1
24.995,1,3,21.0,0,0,1
0.005,1,1,21.0,0,0,1
18.75807246,1,0,22.000001337,0,0,1
29.45173853,1,3,22.000001337,0,0,1
1.7177101215903694,1,0,0.257021202,0,0,1
0.495,1,1,20.0,0,0,1
4.51184533,1,1,20.0,0,0,1
105.2866437040903,1,0,0.441464016,0,0,1
8.359659,1,0,22.000001337,0,0,1
269.99216449,1,0,20.0,0,0,1
32.999994930572846,1,2,0.239162921,0,0,1
0.04304,1,2,1.127837489,0,0,1
90.73,1,2,24.670216374,0,0,1
27.14869039921655,1,1,0.267165316,0,0,1
14.98392246,1,2,22.127224645,0,0,1
0.06818502,1,1,1.03721305,0,0,1
26.18862476,1,0,21.0,0,0,1
67.3002737,1,0,22.000001337,0,0,1
18.094559,1,1,22.127224645,0,0,1
4.68922876,1,1,20.012773603,0,0,1
5.936389259362617,1,0,0.373931154,0,0,1
8.35882246,1,0,22.000001337,0,0,1
0.1157398,1,2,1.126667813,0,0,1
0.00228437,1,0,1.035935412,0,0,1
27.99458,1,1,22.127224645,0,0,1
29.999559,1,1,22.000001337,0,0,1
0.2402,1,2,30.5,0,0,1
0.0054445,1,2,1.273333207,0,0,1
0.00233109,1,3,1.101544295,0,0,1
0.5584409429648064,1,0,0.242673692,0,0,1
99.99999053769832,1,1,0.239394101,0,0,1
0.999994872704218,1,1,0.294452624,0,0,1
0.005,1,2,21.0,0,0,1
500.0,1,1,20.0,0,0,1
21.658293949047493,1,0,0.245281989,0,0,1
0.56088853,1,1,1.042893883,0,0,1
0.0096402,1,0,1.044073698,0,0,1
3.999994887884278,1,1,0.299798668,0,0,1
26.06145961,1,1,21.0,0,0,1
12.694,1,0,21.0,0,0,1
0.695,1,1,20.0,0,0,1
8.97492246,1,0,22.000001337,0,0,1
8.99392246,1,1,22.000001337,0,0,1
7.147258917399159,1,1,0.322457127,0,0,1
0.649338824137896,1,0,0.458624863,0,0,1
0.999994872704218,1,0,0.294452624,0,0,1
2.90681539,1,1,0.232520717,0,0,1
0.005,1,0,22.0,0,0,1
1.23070288,1,1,21.0,0,0,1
10.14902566773965,1,2,21.0,0,0,1
14.99958,1,0,25.0,0,0,1
0.00937377,1,0,1.039985907,0,0,1
341.999473606819,1,0,0.249131093,0,0,1
18.395,1,1,21.0,0,0,1
0.00185,1,0,1.297739691,0,0,1
2.555500500882815,1,3,0.260821675,0,0,1
17.61539946,1,1,21.0,0,0,1
2.3140199473132728,1,0,0.391909125,0,0,1
0.002174,1,1,1.137021937,0,0,1
9.9956089,1,2,22.000001337,0,0,1
0.984,1,1,30.0,0,0,1
14.12300766,1,1,22.127224645,0,0,1
1.746,1,0,20.0,0,0,1
0.00185,1,2,1.145647935,0,0,1
1.5054,1,1,20.0,0,0,1
0.985,1,0,20.0,0,0,1
0.00696961,1,1,1.236737966,0,0,1
4053.9999350971616,1,0,0.264526503,0,0,1
1.269993192234512,1,2,0.243442682,0,0,1
4.219,1,3,20.0,0,0,1
7.98392246,1,1,22.000001337,0,0,1
16.47392246,1,1,21.0,0,0,1
0.01907977,1,1,21.954492566,0,0,1
0.949994995992488,1,1,0.230870737,0,0,1
7.48892873,1,1,22.000001337,0,0,1
16.01492246,1,2,21.0,0,0,1
26.46508384,1,1,22.000001337,0,0,1
44.90345939,1,3,22.000001337,0,0,1
12.99392246,1,2,22.127224645,0,0,1
0.343724,1,1,20.815012353,0,0,1
0.5421313457396583,1,2,0.591631254,0,0,1
0.55509786,1,2,21.0,0,0,1
8.49392246,1,1,22.000001337,0,0,1
0.42296354,1,1,21.0,0,0,1
0.58699489324163,1,2,0.307077589,0,0,1
0.01132122,1,1,1.086447262,0,0,1
1.653755,1,1,20.0,0,0,1
11.99392246,1,0,21.0,0,0,1
2.51248,1,2,21.0,0,0,1
0.01,1,0,1.042536953,0,0,1
9.499559,1,1,22.000001337,0,0,1
7.78262246,1,2,22.000001337,0,0,1
0.779994256804185,1,1,0.359008226,0,0,1
12.99192246,1,0,22.127224645,0,0,1
39.79392246,1,0,22.000001337,0,0,1
0.18328371,1,1,1.219651621,0,0,1
4.980748045683811,1,2,0.233479113,0,0,1
0.00314124,1,2,1.132332499,0,0,1
49.995,1,0,20.0,0,0,1
0.0874623,1,1,1.049616626,0,0,1
1.15019649,1,3,1.291849597,0,0,1
1.115,1,0,20.0,0,0,1
1.2877899423784336,1,1,0.240108052,0,0,1
27.295162219317707,1,2,0.245281989,0,0,1
0.005,1,1,20.0,0,0,1
0.01,1,1,20.0,0,0,1
5.1146,1,1,24.670216374,0,0,1
60.409880546787065,1,1,0.43476765,0,0,1
0.0024474,1,0,1.184147797,0,0,1
0.005,1,1,21.0,0,0,1
7.91092246,1,1,22.000001337,0,0,1
0.18003147,1,1,30.0,0,0,1
0.05175,1,0,1.168603551,0,0,1
0.01,1,1,21.0,0,0,1
0.01,1,0,20.0,0,0,1
0.005,1,0,21.596799909,0,0,1
0.00185,1,1,1.231712578,0,0,1
214.291844,1,0,21.0,0,0,1
0.015088,1,4,1.182388672,0,0,1
0.5007985469204478,1,0,0.359008226,0,0,1
9.999995059061956,1,2,0.322326307,0,0,1
2.6113895277909487,1,0,0.238286072,0,0,1
0.06392077,1,0,1.042071444,0,0,1
7.27447268,1,0,22.000001337,0,0,1
7.27447268,1,1,22.000001337,0,0,1
2.8013,1,0,1.047528733,0,0,1
7.98892246,1,1,22.000001337,0,0,1
43.09999228622066,1,0,0.257021202,0,0,1
2.999925590302273,1,1,0.243434082,0,0,1
0.655253353232027,1,1,0.4032001,0,0,1
20.02456382735765,1,0,0.337906168,0,0,1
0.5927550200737287,1,0,0.299798668,0,0,1
2.3140199473132728,1,0,0.391909125,0,0,1
0.3833661,1,2,1.059941413,0,0,1
28.06164785,1,1,22.000001337,0,0,1
9.995,1,3,21.0,0,0,1
0.04537103,1,3,20.0,0,0,1
0.00265512,1,1,1.044841031,0,0,1
0.12130017,1,2,50.0,0,0,1
18.54082246,1,1,21.0,0,0,1
0.0072719,1,1,1.13444624,0,0,1
0.00185,1,4,1.145710688,0,0,1
1.999992435812684,1,0,0.298044523,0,0,1
26.52792246,1,1,22.000001337,0,0,1
19.98892246,1,1,22.127224645,0,0,1
24.99985,1,1,1.281727018,0,0,1
20.31777376,1,1,20.0,0,0,1
0.9331935,1,1,1.159471856,0,0,1
0.6412529962541137,1,1,0.309081792,0,0,1
1.16383,1,2,22.528622017,0,0,1
1.388605,1,2,23.697264639,0,0,1
53.70392246,1,0,22.000001337,0,0,1
13.09392246,1,2,22.127224645,0,0,1
13.99728,1,0,22.000001337,0,0,1
3.242,1,1,21.0,0,0,1
0.02977773,1,2,1.108734859,0,0,1
0.00245,1,1,1.232821492,0,0,1
0.7880806576268811,1,1,0.387551877,0,0,1
17.99958,1,0,22.000001337,0,0,1
0.02702512,1,0,1.119658899,0,0,1
0.0002032990207564,1,0,1.002774922,0,0,1
2.719995175819121,1,2,0.233479113,0,0,1
0.4980101245290864,1,1,0.59198257,0,0,1
0.0182316,1,2,1.055696546,0,0,1
0.9033860434154752,1,2,0.321845711,0,0,1
0.9375942273098516,1,0,0.245976873,0,0,1
54.995,1,2,20.0,0,0,1
0.7201879644984552,1,0,0.348392543,0,0,1
2.165587991217773,1,1,0.384632145,0,0,1
1.045,1,1,21.0,0,0,1
0.61985,1,1,1.242557817,0,0,1
18.69392246,1,0,50.0,0,0,1
0.9092197687246606,1,0,0.238286072,0,0,1
0.54705687,1,0,1.169191189,0,0,1
2.00985,1,0,1.148807348,0,0,1
49.61485,1,3,1.107527945,0,0,1
150.0,1,1,20.42469852,0,0,1
9.191,1,0,21.0,0,0,1
11.46458,1,0,22.000001337,0,0,1
0.8123949722449061,1,1,0.262824488,0,0,1
24.38264,1,1,21.0,0,0,1
0.59985,1,0,1.058191121,0,0,1
0.739890743791429,1,0,0.339479526,0,0,1
2.5856106057121955,1,3,0.366007989,0,0,1
0.5866385955190654,1,0,0.286911168,0,0,1
17.26662706,1,1,22.127224645,0,0,1
0.18016469,1,1,1.290345017,0,0,1
22.31992246,1,1,21.0,0,0,1
29.48392246,1,2,21.0,0,0,1
0.01388,1,2,1.04518582,0,0,1
2.5895551110158865,1,2,0.348392543,0,0,1
0.06395,1,2,1.194374776,0,0,1
21.875061932396992,1,0,0.36210711,0,0,1
0.05021491,1,0,1.128467891,0,0,1
0.492634565663787,1,0,0.399923023,0,0,1
15.03987246,1,1,21.0,0,0,1
0.6493686396793225,1,1,0.242126516,0,0,1
186.31885,1,0,1.198834573,0,0,1
0.2124077,1,0,20.0,0,0,1
2.329216552381366,1,0,0.378871716,0,0,1
73.00985,1,0,1.121726547,0,0,1
3.18909333,1,0,1.148253723,0,0,1
0.2913,1,1,21.0,0,0,1
74.71199799785103,1,0,21.0,0,0,1
10.19392246,1,1,22.127224645,0,0,1
3.598656920750184,1,1,0.303189435,0,0,1
0.01,1,0,21.0,0,0,1
18.99295,1,1,1.040466748,0,0,1
14.98892246,1,1,22.000001337,0,0,1
0.0113,1,0,23.697264639,0,0,1
0.332,1,1,21.0,0,0,1
2.989829811560593,1,2,0.236817799,0,0,1
0.5031681675074541,1,1,0.43476765,0,0,1
0.0032466,1,0,1.117564505,0,0,1
9.99392246,1,2,22.000001337,0,0,1
2.840593623921746,1,0,0.458624863,0,0,1
7.42945946,1,1,22.000001337,0,0,1
0.005,1,0,30.5,0,0,1
2.01535361,1,1,1.180587332,0,0,1
2.99985,1,3,1.048213535,0,0,1
0.2,1,1,10.0,0,0,1
100.90254724144968,1,1,0.262824488,0,0,1
1.687263450671534,1,1,0.378871716,0,0,1
0.04711016,1,4,1.228652867,0,0,1
0.495,1,1,21.0,0,0,1
0.54870815,1,2,20.0,0,0,1
0.790290239939746,1,0,0.372385933,0,0,1
1.2177,1,1,20.0,0,0,1
0.0023,1,0,22.0,0,0,1
0.03295,1,0,1.104689992,0,0,1
1.4119654057026665,1,1,0.322326307,0,0,1
7.32332846,1,1,22.000001337,0,0,1
4.815,1,4,12.0,0,0,1
0.04960148,1,1,1.095013357,0,0,1
9.20692079,1,0,22.000001337,0,0,1
0.00485,1,1,1.150025366,0,0,1
0.53370813,1,0,21.0,0,0,1
134.99942964243652,1,1,0.377078153,0,0,1
5.2860037,1,3,20.0,0,0,1
1.1357588620655847,1,3,0.387551877,0,0,1
1.0911983973279442,1,2,0.339479526,0,0,1
0.92603764,1,1,20.0,0,0,1
0.25059105,1,3,1.047481304,0,0,1
6.2913,1,1,21.0,0,0,1
0.348,1,1,20.0,0,0,1
0.00328515,1,1,1.043021416,0,0,1
5.009615987878647,1,2,0.376846516,0,0,1
0.14689052,1,0,1.050129938,0,0,1
7.68792246,1,2,22.000001337,0,0,1
3.495,1,1,30.0,0,0,1
0.09985,1,1,1.040316263,0,0,1
39.99392246,1,2,22.000001337,0,0,1
500.0,1,1,20.873010101,0,0,1
1734.166669627369,1,2,0.244694791,0,0,1
0.30213407,1,1,1.258184501,0,0,1
10.527,1,0,20.272024492,0,0,1
39.98769453,1,0,22.073836554,0,0,1
5.9070396,1,1,22.917630378,0,0,1
22.23479416315764,1,1,0.321927375,0,0,1
0.7911484948292176,1,0,0.262824488,0,0,1
12.876309400758949,1,1,0.330598925,0,0,1
13.299994883801617,1,1,0.267165316,0,0,1
8.495,1,0,20.0,0,0,1
0.01,1,3,20.42469852,0,0,1
0.5499791596423161,1,0,0.427844078,0,0,1
0.21281672,1,2,1.195507819,0,0,1
65.83,1,2,20.0,0,0,1
2.599971707424853,1,1,0.24862494,0,0,1
16.960294192865458,1,3,0.260790342,0,0,1
1.616482,1,0,20.0,0,0,1
28.20386847,1,1,24.670216374,0,0,1
4.745,1,0,21.0,0,0,1
200.0,1,1,21.0,0,0,1
36.855,1,1,20.0,0,0,1
17.98549406237604,1,0,0.240246068,0,0,1
49.90827246,1,2,21.0,0,0,1
0.01579371,1,0,1.038763927,0,0,1
0.5340008,1,1,21.0,0,0,1
1.54048898,1,2,1.101344581,0,0,1
7.62047775,1,3,22.000001337,0,0,1
0.01132122,1,0,1.086447262,0,0,1
